Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Facies
B5 LM,CHURCHMAN BIBLE,3056,57.125,0.635,6.613,12.04,3.631,2,0.95,7
B5 LM,CHURCHMAN BIBLE,3056.5,66.813,0.566,6.039,13.297,3.742,2,0.933,7
B5 LM,CHURCHMAN BIBLE,3057,76.938,0.509,6.381,14.322,3.719,2,0.917,7
B5 LM,CHURCHMAN BIBLE,3057.5,93.313,0.466,6.061,15.716,3.531,2,0.9,7
B5 LM,CHURCHMAN BIBLE,3058,110.313,0.405,6.206,16.89,3.371,2,0.867,7
B5 LM,CHURCHMAN BIBLE,3058.5,113.875,0.404,5.099,16.239,3.463,2,0.85,7
B5 LM,CHURCHMAN BIBLE,3059,118.438,0.408,3.692,14.716,3.607,2,0.833,7
B5 LM,CHURCHMAN BIBLE,3059.5,115.563,0.424,3.276,13.96,4.16,2,0.817,7
B5 LM,CHURCHMAN BIBLE,3060,94.75,0.446,2.716,13.739,4.785,2,0.8,7
B5 LM,CHURCHMAN BIBLE,3060.5,74.563,0.466,2.02,14.874,5.699,2,0.783,8
B5 LM,CHURCHMAN BIBLE,3061,54.875,0.479,2.241,16.118,6.309,2,0.767,8
B5 LM,CHURCHMAN BIBLE,3061.5,52.281,0.486,3.68,17.218,7.652,2,0.75,9
B5 LM,CHURCHMAN BIBLE,3062,48.125,0.479,4.463,18.34,7.598,2,0.733,9
B5 LM,CHURCHMAN BIBLE,3062.5,49.406,0.462,4.29,18.512,6.941,2,0.717,9
B5 LM,CHURCHMAN BIBLE,3063,42.688,0.429,3.075,19.239,5.539,2,0.7,9
B5 LM,CHURCHMAN BIBLE,3063.5,41.438,0.387,1.846,19.15,5.027,2,0.683,9
B5 LM,CHURCHMAN BIBLE,3064,37.219,0.348,0.672,19.006,5.144,2,0.667,9
B5 LM,CHURCHMAN BIBLE,3064.5,38.656,0.314,0.292,17.824,5.633,2,0.65,9
B5 LM,CHURCHMAN BIBLE,3065,43,0.283,0.828,17.336,6.231,2,0.633,9
B5 LM,CHURCHMAN BIBLE,3065.5,42.531,0.257,1.594,17.302,5.898,2,0.617,9
B5 LM,CHURCHMAN BIBLE,3066,41.188,0.234,1.921,17.512,5.754,2,0.6,9
B5 LM,CHURCHMAN BIBLE,3066.5,38.25,0.211,1.498,16.861,5.609,2,0.583,9
B5 LM,CHURCHMAN BIBLE,3067,39.219,0.184,1.629,15.851,6.711,2,0.567,9
B5 LM,CHURCHMAN BIBLE,3067.5,40.938,0.167,2.706,15.214,8.094,2,0.55,9
B5 LM,CHURCHMAN BIBLE,3068,38,0.158,3.576,15.857,6.902,2,0.533,9
B5 LM,CHURCHMAN BIBLE,3068.5,37.938,0.148,3.308,16.273,6.742,2,0.517,9
B5 LM,CHURCHMAN BIBLE,3069,35.156,0.133,3.224,16.99,6.18,2,0.5,9
B5 LM,CHURCHMAN BIBLE,3069.5,36.094,0.118,2.679,17.585,6.422,2,0.483,9
B5 LM,CHURCHMAN BIBLE,3070,37.063,0.106,2.082,19.158,5.484,2,0.467,9
B5 LM,CHURCHMAN BIBLE,3070.5,41,0.1,1.348,19.453,5.398,2,0.45,9
B5 LM,CHURCHMAN BIBLE,3071,42.031,0.106,1.723,18.688,5.297,2,0.433,9
B5 LM,CHURCHMAN BIBLE,3071.5,43.344,0.123,2.001,18.165,5.426,2,0.417,9
B5 LM,CHURCHMAN BIBLE,3072,40.906,0.151,1.666,17.719,4.93,2,0.4,9
B5 LM,CHURCHMAN BIBLE,3072.5,40.531,0.184,1.033,17.424,4.894,2,0.383,9
B5 LM,CHURCHMAN BIBLE,3073,39.5,0.227,0.945,16.536,5.047,2,0.367,9
B5 LM,CHURCHMAN BIBLE,3073.5,42.281,0.29,0.659,16.138,5.391,2,0.35,9
B5 LM,CHURCHMAN BIBLE,3074,46.063,0.366,0.74,15.764,5.652,2,0.333,9
B5 LM,CHURCHMAN BIBLE,3074.5,47.063,0.446,0.122,15.601,5.508,2,0.317,9
B5 LM,CHURCHMAN BIBLE,3075,45.719,0.516,0.398,16.106,5.352,2,0.3,9
B5 LM,CHURCHMAN BIBLE,3075.5,42.406,0.585,1.393,16.527,4.926,2,0.283,9
B5 LM,CHURCHMAN BIBLE,3076,41.594,0.643,2.044,16.266,4.875,2,0.267,9
B5 LM,CHURCHMAN BIBLE,3076.5,44.531,0.68,1.426,15.42,5.031,2,0.25,9
B5 LM,CHURCHMAN BIBLE,3077,49.25,0.707,0.181,13.491,6.062,2,0.233,9
B5 LM,CHURCHMAN BIBLE,3077.5,59.594,0.735,-0.061,11.536,6.227,2,0.217,9
B5 LM,CHURCHMAN BIBLE,3078,74,0.768,0.243,9.67,5.672,2,0.2,9
B5 LM,CHURCHMAN BIBLE,3078.5,127.5,0.802,1.28,8.876,4.406,2,0.183,9
B5 LM,CHURCHMAN BIBLE,3079,185.25,0.83,3.48,7.995,3.912,2,0.167,9
B5 LM,CHURCHMAN BIBLE,3079.5,222.5,0.852,4.614,6.959,3.557,2,0.15,9
B5 LM,CHURCHMAN BIBLE,3080,74,0.768,0.243,9.67,5.672,2,0.2,9
B5 LM,CHURCHMAN BIBLE,3080.5,127.5,0.802,1.28,8.876,4.406,2,0.183,7
B5 LM,CHURCHMAN BIBLE,3081,185.25,0.83,3.48,7.995,3.912,2,0.167,7
B5 LM,CHURCHMAN BIBLE,3081.5,222.5,0.852,4.614,6.959,3.557,2,0.15,7
B5 LM,CHURCHMAN BIBLE,3082,202.625,0.867,4.225,6.225,3.69,2,0.133,7
B5 LM,CHURCHMAN BIBLE,3082.5,177.5,0.86,4.381,4.896,3.836,2,0.117,7
B5 LM,CHURCHMAN BIBLE,3083,174.75,0.844,5.123,3.813,3.852,2,0.1,7
B5 LM,CHURCHMAN BIBLE,3083.5,184.125,0.812,6.249,3.565,3.828,2,0.083,7
B5 LM,CHURCHMAN BIBLE,3084,184.125,0.812,6.249,3.565,3.828,2,0.083,7
B5 LM,CHURCHMAN BIBLE,3084.5,178.625,0.758,7.296,5.302,3.494,2,0.067,7
B5 LM,CHURCHMAN BIBLE,3085,154.75,0.701,7.562,7.965,3.551,2,0.05,7
B5 LM,CHURCHMAN BIBLE,3085.5,128,0.641,7.388,10.874,3.33,2,0.033,7
B5 LM,CHURCHMAN BIBLE,3086,110,0.59,5.83,12.286,3.416,2,0.017,6
C SH,CHURCHMAN BIBLE,3086.5,99.688,0.551,4.46,12.63,3.172,1,1,3
C SH,CHURCHMAN BIBLE,3087,100.875,0.529,2.024,19.217,2.367,1,0.971,3
C SH,CHURCHMAN BIBLE,3087.5,94.375,0.52,-4.122,34.884,2.059,1,0.941,3
C SH,CHURCHMAN BIBLE,3088,86.438,0.512,-6.8,48.597,1.814,1,0.912,3
C SH,CHURCHMAN BIBLE,3088.5,74.563,0.511,-6.868,49.787,1.894,1,0.882,3
C SH,CHURCHMAN BIBLE,3089,63.094,0.521,-2.572,40.316,2.52,1,0.824,3
C SH,CHURCHMAN BIBLE,3089.5,60.938,0.526,2.082,38.69,2.504,1,0.794,3
C SH,CHURCHMAN BIBLE,3090,62.344,0.535,2.334,38.486,2.443,1,0.765,3
C SH,CHURCHMAN BIBLE,3090.5,63.938,0.542,3.223,38.574,2.393,1,0.735,3
C SH,CHURCHMAN BIBLE,3091,65.688,0.547,3.429,37.294,2.66,1,0.706,3
C SH,CHURCHMAN BIBLE,3091.5,67.313,0.551,2.625,34.093,2.795,1,0.676,3
C SH,CHURCHMAN BIBLE,3092,74.688,0.546,2.915,31.412,2.838,1,0.647,3
C SH,CHURCHMAN BIBLE,3092.5,75.813,0.554,3.902,29.545,2.674,1,0.588,3
C SH,CHURCHMAN BIBLE,3093,70.25,0.567,4.708,28.983,2.395,1,0.559,2
C SH,CHURCHMAN BIBLE,3093.5,68.625,0.596,3.409,32.479,2.186,1,0.529,2
C SH,CHURCHMAN BIBLE,3094,69.313,0.626,-0.391,33.936,2.137,1,0.5,2
C SH,CHURCHMAN BIBLE,3094.5,73.813,0.648,-4.575,32.261,2.383,1,0.471,2
C SH,CHURCHMAN BIBLE,3095,70.625,0.676,-4.527,24.888,3.113,1,0.441,2
C SH,CHURCHMAN BIBLE,3095.5,62.188,0.729,6.794,11.419,3.693,1,0.382,2
C SH,CHURCHMAN BIBLE,3096,68.75,0.763,6.874,10.704,3.854,1,0.353,2
C SH,CHURCHMAN BIBLE,3096.5,70.563,0.785,7.047,9.848,3.883,1,0.324,2
C SH,CHURCHMAN BIBLE,3097,68.813,0.78,4.635,10.746,4.039,1,0.294,2
C SH,CHURCHMAN BIBLE,3097.5,63.063,0.758,4.089,10.657,3.918,1,0.265,2
C SH,CHURCHMAN BIBLE,3098,70,0.725,4.598,13.908,3.297,1,0.235,2
C SH,CHURCHMAN BIBLE,3098.5,77.625,0.647,-2.975,36.031,2.361,1,0.176,2
C SH,CHURCHMAN BIBLE,3099,79.125,0.609,-1.253,39.583,2.15,1,0.147,2
C SH,CHURCHMAN BIBLE,3099.5,78.625,0.584,2.481,38.633,2.104,1,0.118,2
C SH,CHURCHMAN BIBLE,3100,77.938,0.576,6.147,39.556,1.795,1,0.088,2
C SH,CHURCHMAN BIBLE,3100.5,61.438,0.65,-0.749,53.678,1.524,1,0.029,2
C LM,CHURCHMAN BIBLE,3101,50.313,0.71,-10.074,47.721,1.605,2,1,8
C LM,CHURCHMAN BIBLE,3101.5,31.828,0.765,-21.832,35.162,2.533,2,0.992,8
C LM,CHURCHMAN BIBLE,3102,22.641,0.839,-15.014,19.653,4.492,2,0.984,8
C LM,CHURCHMAN BIBLE,3102.5,15.867,0.937,-5.427,9.48,4.785,2,0.976,8
C LM,CHURCHMAN BIBLE,3103,14.469,1.058,-1.957,4.838,5.008,2,0.968,8
C LM,CHURCHMAN BIBLE,3103.5,14.492,1.195,-1.133,3.037,5.02,2,0.96,8
C LM,CHURCHMAN BIBLE,3104,18.297,1.294,0.227,2.8,4.66,2,0.952,9
C LM,CHURCHMAN BIBLE,3104.5,26.609,1.273,1.905,3.905,4.656,2,0.944,9
C LM,CHURCHMAN BIBLE,3105,36.469,1.223,3.264,5.72,4.516,2,0.935,5
C LM,CHURCHMAN BIBLE,3105.5,37,1.157,3.449,6.707,4.051,2,0.927,8
C LM,CHURCHMAN BIBLE,3106,33.375,1.069,3.075,6.104,3.863,2,0.919,5
C LM,CHURCHMAN BIBLE,3106.5,28.922,0.994,2.703,5.159,3.945,2,0.911,5
C LM,CHURCHMAN BIBLE,3107,27.438,0.974,1.928,4.957,4.527,2,0.903,8
C LM,CHURCHMAN BIBLE,3107.5,26.953,0.978,1.977,5.006,4.793,2,0.895,6
C LM,CHURCHMAN BIBLE,3108,30.734,0.991,1.552,5.382,4.738,2,0.887,8
C LM,CHURCHMAN BIBLE,3108.5,32.219,1.013,1.342,5.055,4.637,2,0.879,6
C LM,CHURCHMAN BIBLE,3109,37.688,1.04,0.681,4.739,4.539,2,0.871,6
C LM,CHURCHMAN BIBLE,3109.5,35.844,1.044,0.96,3.533,4.832,2,0.863,6
C LM,CHURCHMAN BIBLE,3110,42.156,1.051,1.448,3.337,4.797,2,0.855,6
C LM,CHURCHMAN BIBLE,3110.5,42.094,1.057,2.736,4.051,4.5,2,0.847,6
C LM,CHURCHMAN BIBLE,3111,49.719,1.06,3.092,5.893,3.83,2,0.839,5
C LM,CHURCHMAN BIBLE,3111.5,46.219,1.062,3.018,6.503,3.434,2,0.831,5
C LM,CHURCHMAN BIBLE,3112,42.313,1.05,2.245,5.958,3.318,2,0.823,6
C LM,CHURCHMAN BIBLE,3112.5,36.031,1.028,1.193,5.936,3.393,2,0.815,6
C LM,CHURCHMAN BIBLE,3113,32.594,1.014,0.662,5.978,3.422,2,0.806,6
C LM,CHURCHMAN BIBLE,3113.5,37.094,1.005,0.377,6.605,3.697,2,0.798,6
C LM,CHURCHMAN BIBLE,3114,40.031,1.027,0.615,6.27,4.035,2,0.79,5
C LM,CHURCHMAN BIBLE,3114.5,42.5,1.057,0.672,5.871,4.422,2,0.782,5
C LM,CHURCHMAN BIBLE,3115,39.719,1.087,0.648,4.479,4.203,2,0.774,6
C LM,CHURCHMAN BIBLE,3115.5,38.844,1.109,1.025,2.686,3.908,2,0.766,6
C LM,CHURCHMAN BIBLE,3116,41.719,1.107,0.659,2.32,3.943,2,0.758,6
C LM,CHURCHMAN BIBLE,3116.5,44.75,1.085,1.165,2.937,4.02,2,0.75,5
C LM,CHURCHMAN BIBLE,3117,46.469,1.07,1.872,5.013,4.156,2,0.742,5
C LM,CHURCHMAN BIBLE,3117.5,51,1.061,3.76,6.445,3.828,2,0.734,5
C LM,CHURCHMAN BIBLE,3118,55.563,1.052,4.296,7.325,3.805,2,0.726,5
C LM,CHURCHMAN BIBLE,3118.5,58.313,1.034,3.863,7.465,3.584,2,0.718,5
C LM,CHURCHMAN BIBLE,3119,55.344,1.003,2.225,7.541,3.645,2,0.71,5
C LM,CHURCHMAN BIBLE,3119.5,53.313,0.972,1.64,7.295,3.629,2,0.702,5
C LM,CHURCHMAN BIBLE,3120,49.594,0.954,1.494,7.149,3.727,2,0.694,5
C LM,CHURCHMAN BIBLE,3120.5,46.719,0.947,1.828,7.254,3.617,2,0.685,5
C LM,CHURCHMAN BIBLE,3121,44.563,0.953,2.241,8.013,3.344,2,0.677,5
C LM,CHURCHMAN BIBLE,3121.5,49.719,0.964,2.925,8.013,3.19,2,0.669,5
C LM,CHURCHMAN BIBLE,3122,51.469,0.965,3.083,7.708,3.152,2,0.661,5
C LM,CHURCHMAN BIBLE,3122.5,50.031,0.97,2.609,6.668,3.295,2,0.653,5
A1 SH,SHANKLE,2774.5,98.36,0.642,-0.1,18.685,2.9,1,1,2
A1 SH,SHANKLE,2775,97.57,0.631,7.9,16.745,3.2,1,0.984,2
A1 SH,SHANKLE,2775.5,98.41,0.615,12.8,14.105,3.2,1,0.968,2
A1 SH,SHANKLE,2776,85.92,0.597,13,13.385,3.4,1,0.952,2
A1 SH,SHANKLE,2776.5,83.16,0.592,12.3,13.345,3.4,1,0.935,2
A1 SH,SHANKLE,2777,82.56,0.599,12.9,13.105,3.5,1,0.919,2
A1 SH,SHANKLE,2777.5,83.12,0.611,13.2,14,3.3,1,0.903,2
A1 SH,SHANKLE,2778,84.26,0.62,12.8,13.685,3.3,1,0.887,2
A1 SH,SHANKLE,2778.5,86.29,0.627,13.2,13.92,3.2,1,0.871,2
A1 SH,SHANKLE,2779,80.95,0.629,13,13.975,3.2,1,0.855,2
A1 SH,SHANKLE,2779.5,79.07,0.629,13,14.235,3.2,1,0.839,2
A1 SH,SHANKLE,2780,75.31,0.626,11.4,13.17,3.2,1,0.823,2
A1 SH,SHANKLE,2780.5,69.3,0.625,10.1,12.32,3,1,0.806,2
A1 SH,SHANKLE,2781,69.16,0.626,9,11.805,3,1,0.79,2
A1 SH,SHANKLE,2781.5,69.03,0.624,10,11.72,3.2,1,0.774,2
A1 SH,SHANKLE,2782,64.95,0.622,10.1,11.75,3.4,1,0.758,2
A1 SH,SHANKLE,2782.5,78.95,0.607,12,12.155,3.4,1,0.742,2
A1 SH,SHANKLE,2783,82.36,0.58,11.7,12.955,3.2,1,0.726,2
A1 SH,SHANKLE,2783.5,80.27,0.543,11.1,12.865,3.1,1,0.71,2
A1 SH,SHANKLE,2784,78.87,0.507,8.5,12.23,2.9,1,0.694,2
A1 SH,SHANKLE,2784.5,66.38,0.473,6.2,11.89,2.8,1,0.677,2
A1 SH,SHANKLE,2785,58.63,0.444,4.4,12.44,2.7,1,0.661,1
A1 SH,SHANKLE,2785.5,59.16,0.413,3.7,13.64,2.6,1,0.645,1
A1 SH,SHANKLE,2786,52.86,0.378,2.5,14.49,2.6,1,0.629,1
A1 SH,SHANKLE,2786.5,54.32,0.344,1.1,15.085,2.6,1,0.613,1
A1 SH,SHANKLE,2787,53.27,0.32,-0.3,14.985,2.7,1,0.597,1
A1 SH,SHANKLE,2787.5,52.34,0.312,-0.1,14.945,2.7,1,0.581,1
A1 SH,SHANKLE,2788,58.01,0.31,0.9,15.055,2.7,1,0.565,1
A1 SH,SHANKLE,2788.5,55.38,0.307,1.6,15.28,2.8,1,0.548,1
A1 SH,SHANKLE,2789,55.18,0.301,1.7,15.905,2.8,1,0.532,1
A1 SH,SHANKLE,2789.5,55.09,0.292,0.8,16.485,2.8,1,0.516,1
A1 SH,SHANKLE,2790,58.89,0.288,0.3,17.33,2.7,1,0.5,1
A1 SH,SHANKLE,2790.5,56.51,0.294,-0.5,17.77,2.7,1,0.484,1
A1 SH,SHANKLE,2791,57.27,0.31,-0.1,17.9,2.8,1,0.468,1
A1 SH,SHANKLE,2791.5,58.42,0.328,0.3,17.97,2.8,1,0.452,1
A1 SH,SHANKLE,2792,58.99,0.346,0.9,18.3,2.7,1,0.435,1
A1 SH,SHANKLE,2792.5,59.99,0.367,1.5,19.49,2.5,1,0.419,1
A1 SH,SHANKLE,2793,62.66,0.389,1.7,20.135,2.4,1,0.403,1
A1 SH,SHANKLE,2793.5,60.46,0.408,2.1,20.495,2.3,1,0.387,1
A1 SH,SHANKLE,2794,60.85,0.415,1.1,20.34,2.3,1,0.371,1
A1 SH,SHANKLE,2794.5,63.8,0.408,1.1,20.015,2.4,1,0.355,1
A1 SH,SHANKLE,2795,63.82,0.387,1,19.615,2.4,1,0.339,1
A1 SH,SHANKLE,2795.5,66.97,0.367,0.3,19.01,2.4,1,0.323,1
A1 SH,SHANKLE,2796,69.67,0.362,-0.2,18.66,2.5,1,0.306,1
A1 SH,SHANKLE,2796.5,70.72,0.367,1.1,17.45,2.6,1,0.29,1
A1 SH,SHANKLE,2797,85.75,0.377,5.1,18.705,2.6,1,0.274,1
A1 SH,SHANKLE,2797.5,89.58,0.389,8.5,19.555,2.6,1,0.258,1
A1 SH,SHANKLE,2798,87.45,0.396,6,20.265,2.6,1,0.242,2
A1 SH,SHANKLE,2798.5,84.45,0.405,3.2,16.485,2.8,1,0.226,2
A1 SH,SHANKLE,2799,71.4,0.415,2.2,12.965,3,1,0.21,1
A1 SH,SHANKLE,2799.5,70.13,0.423,4,11.34,2.9,1,0.194,1
A1 SH,SHANKLE,2800,70.92,0.428,4.5,12.33,2.8,1,0.177,1
A1 SH,SHANKLE,2800.5,68.34,0.427,4.7,13.295,2.7,1,0.161,1
A1 SH,SHANKLE,2801,76.04,0.422,7.1,16.445,2.6,1,0.145,1
A1 SH,SHANKLE,2801.5,89.18,0.412,9.1,24.17,2.4,1,0.129,1
A1 SH,SHANKLE,2802,86.72,0.396,7.6,28.165,2.4,1,0.113,2
A1 SH,SHANKLE,2802.5,73.95,0.384,3.9,26.97,2.5,1,0.097,2
A1 SH,SHANKLE,2803,59.22,0.382,2.1,20.215,3,1,0.081,2
A1 SH,SHANKLE,2803.5,70.19,0.389,4.4,16.27,3.2,1,0.065,2
A1 SH,SHANKLE,2804,71.73,0.423,18.6,22.62,2.5,1,0.048,2
A1 SH,SHANKLE,2804.5,75.15,0.494,16.4,33.13,2.1,1,0.032,2
A1 SH,SHANKLE,2805,75.28,0.572,1.7,36.13,1.9,1,0.016,3
A1 SH,SHANKLE,2805.5,46.04,0.645,-17.8,28.075,2.3,1,0.01,3
A1 LM,SHANKLE,2806,46.04,0.645,-17.8,28.075,2.3,2,1,8
A1 LM,SHANKLE,2807,26.73,0.748,-9,9.105,5,2,0.953,8
A1 LM,SHANKLE,2807.5,36.5,0.794,0.1,5.945,4.5,2,0.93,8
A1 LM,SHANKLE,2808,52.24,0.867,4.2,7.395,4.1,2,0.907,8
A1 LM,SHANKLE,2808.5,61.32,0.925,9.4,8.825,3.6,2,0.884,6
A1 LM,SHANKLE,2809,56.15,0.965,12.2,8.85,3.5,2,0.86,6
A1 LM,SHANKLE,2809.5,55.07,0.985,10.9,7.225,3.6,2,0.837,6
A1 LM,SHANKLE,2810,64.81,0.974,7.7,5.565,3.7,2,0.814,6
A1 LM,SHANKLE,2810.5,87.83,0.952,4.6,4.495,4.1,2,0.791,6
A1 LM,SHANKLE,2811,88.06,0.956,2.5,4.19,4.7,2,0.767,6
A1 LM,SHANKLE,2811.5,75.07,0.971,0.8,4.695,5.2,2,0.744,6
A1 LM,SHANKLE,2812,65.29,1.009,1.4,5.175,5.4,2,0.721,6
A1 LM,SHANKLE,2812.5,74.26,1.064,4.3,6.455,5.1,2,0.698,6
A1 LM,SHANKLE,2813,73.01,1.102,5.3,7.235,4.7,2,0.674,6
A1 LM,SHANKLE,2813.5,64.61,1.121,4.4,7.765,4.7,2,0.651,8
A1 LM,SHANKLE,2814,40.57,1.125,1.7,7.655,4.7,2,0.628,8
A1 LM,SHANKLE,2814.5,30.41,1.109,-0.2,7.95,4.8,2,0.605,8
A1 LM,SHANKLE,2815,22.91,1.115,-1.4,7.585,4.7,2,0.581,8
A1 LM,SHANKLE,2815.5,24.62,1.13,-2.1,6.74,4.9,2,0.558,8
A1 LM,SHANKLE,2816,25.02,1.124,-2.4,5.865,4.9,2,0.535,8
A1 LM,SHANKLE,2816.5,27.77,1.097,-2,5.575,4.9,2,0.512,8
A1 LM,SHANKLE,2817,37.24,1.069,1.1,6.59,4.7,2,0.488,6
A1 LM,SHANKLE,2817.5,65.59,1.028,4.9,8.1,4.5,2,0.465,6
A1 LM,SHANKLE,2818,87.34,0.989,8.7,9.485,4,2,0.442,6
A1 LM,SHANKLE,2818.5,79.54,0.96,10,10.025,4,2,0.419,6
A1 LM,SHANKLE,2819,79.63,0.937,10.7,10.155,3.9,2,0.395,6
A1 LM,SHANKLE,2819.5,75.6,0.907,6.7,8.985,4,2,0.349,6
A1 LM,SHANKLE,2820,52.75,0.918,1.9,8.955,3.6,2,0.326,6
A1 LM,SHANKLE,2820.5,45.65,0.946,-2.7,9.75,3.8,2,0.302,6
A1 LM,SHANKLE,2821,51.75,0.993,-4.6,9.235,4,2,0.279,6
A1 LM,SHANKLE,2821.5,53.57,1.05,-4.6,7.61,4.8,2,0.256,6
A1 LM,SHANKLE,2822,60.94,1.107,-2.1,5.46,4.8,2,0.233,6
A1 LM,SHANKLE,2822.5,71.14,1.135,-1.1,4.55,4.9,2,0.209,6
A1 LM,SHANKLE,2823,85.69,1.133,0.1,3.965,5,2,0.186,6
A1 LM,SHANKLE,2823.5,73.63,1.094,0.8,3.9,4.8,2,0.163,6
A1 LM,SHANKLE,2824,66.27,1.029,1.9,4.185,4.6,2,0.14,6
A1 LM,SHANKLE,2824.5,81.99,0.956,3.5,5.795,4.3,2,0.116,6
A1 LM,SHANKLE,2825,93.29,0.908,6.6,8.635,3.7,2,0.093,6
A1 LM,SHANKLE,2825.5,105.48,0.867,8.5,13.285,3.3,2,0.07,6
A1 LM,SHANKLE,2826,100.58,0.817,6.2,16.07,3.2,2,0.047,4
B1 SH,SHANKLE,2826.5,76.2,0.688,3.9,16.375,2.8,1,1,3
B1 SH,SHANKLE,2827,72.8,0.626,-14.8,30.425,2.4,1,0.98,3
B1 SH,SHANKLE,2827.5,72.87,0.582,-19,39.125,2.1,1,0.959,3
B1 SH,SHANKLE,2828,72.37,0.553,-16.2,45.275,2,1,0.939,3
B1 SH,SHANKLE,2828.5,78.74,0.531,-8.6,44.37,2.1,1,0.918,3
B1 SH,SHANKLE,2829,79.41,0.513,-10.2,43.805,2.2,1,0.898,3
B1 SH,SHANKLE,2829.5,83.27,0.493,-6.5,39.435,2.6,1,0.878,3
B1 SH,SHANKLE,2830,85.55,0.48,0.2,34.29,2.6,1,0.857,3
B1 SH,SHANKLE,2830.5,87.65,0.477,6.5,33.645,2.5,1,0.837,3
B1 SH,SHANKLE,2831,85.37,0.486,-1.7,35.66,2.3,1,0.816,3
B1 SH,SHANKLE,2831.5,82.87,0.515,-4.1,36.645,2.5,1,0.796,3
B1 SH,SHANKLE,2832,81.99,0.567,-3.2,32.775,2.3,1,0.776,3
B1 SH,SHANKLE,2832.5,78.95,0.625,-7.9,31.68,2.4,1,0.755,3
B1 SH,SHANKLE,2833,72.05,0.684,-14.4,28.625,2.3,1,0.735,3
B1 SH,SHANKLE,2833.5,71.81,0.736,-14.8,24.055,3.4,1,0.714,3
B1 SH,SHANKLE,2834,57.61,0.772,2.6,12.49,4.2,1,0.694,3
B1 SH,SHANKLE,2834.5,54.12,0.809,7.8,8.38,4.2,1,0.673,3
B1 SH,SHANKLE,2835,53.58,0.863,6.8,8.2,4.2,1,0.653,3
B1 SH,SHANKLE,2835.5,61.12,0.901,7.1,8.695,4,1,0.633,3
B1 SH,SHANKLE,2836,61.73,0.916,8,9.35,4,1,0.612,3
B1 SH,SHANKLE,2836.5,62.92,0.921,8.4,9.06,3.8,1,0.592,3
B1 SH,SHANKLE,2837,66.91,0.912,6.2,8.57,3.6,1,0.571,2
B1 SH,SHANKLE,2837.5,66.22,0.893,4,7.775,3.4,1,0.551,2
B1 SH,SHANKLE,2838,62.81,0.874,2.5,7.255,3.3,1,0.531,1
B1 SH,SHANKLE,2838.5,60.15,0.852,1.3,7.185,3.2,1,0.51,1
B1 SH,SHANKLE,2839,53.38,0.819,-0.1,7.125,3.3,1,0.49,1
B1 SH,SHANKLE,2839.5,54.04,0.774,1.1,7.255,3.3,1,0.469,1
B1 SH,SHANKLE,2840,55.65,0.732,2.1,8.18,3.2,1,0.449,1
B1 SH,SHANKLE,2840.5,56.33,0.699,3,9.33,3,1,0.429,1
B1 SH,SHANKLE,2841,55.76,0.667,1.8,10.295,3,1,0.408,1
B1 SH,SHANKLE,2841.5,56.24,0.629,1.7,10.175,3.1,1,0.388,1
B1 SH,SHANKLE,2842,52.72,0.59,2.2,9.88,3.2,1,0.367,1
B1 SH,SHANKLE,2842.5,58.18,0.551,2.5,10.15,3.2,1,0.347,1
B1 SH,SHANKLE,2843,58.55,0.519,2.5,11.1,3.3,1,0.327,1
B1 SH,SHANKLE,2843.5,58.18,0.493,1.5,11.88,3.5,1,0.306,1
B1 SH,SHANKLE,2844,58.5,0.467,2.1,12.195,3.5,1,0.286,1
B1 SH,SHANKLE,2844.5,59.23,0.446,2.3,13.045,3.3,1,0.265,1
B1 SH,SHANKLE,2845,57.02,0.43,3.1,13.625,2.9,1,0.245,1
B1 SH,SHANKLE,2845.5,56.18,0.425,2.3,14.215,2.8,1,0.224,1
B1 SH,SHANKLE,2846,61.06,0.425,1.4,13.465,2.7,1,0.204,1
B1 SH,SHANKLE,2846.5,68.79,0.433,1.9,13.145,2.9,1,0.184,1
B1 SH,SHANKLE,2847,71.58,0.449,7,14.36,3,1,0.163,1
B1 SH,SHANKLE,2847.5,79.53,0.471,8.1,17.515,2.6,1,0.143,1
B1 SH,SHANKLE,2848,80.39,0.491,2.7,20.055,2.5,1,0.122,3
B1 SH,SHANKLE,2848.5,79.08,0.508,-4,19.3,2.4,1,0.102,3
B1 SH,SHANKLE,2849,78.83,0.517,-4.1,15.79,3.1,1,0.082,3
B1 SH,SHANKLE,2849.5,78.07,0.526,4.6,14.23,2.5,1,0.061,3
B1 SH,SHANKLE,2850,83.28,0.55,1.2,25.065,2.1,1,0.041,3
B1 SH,SHANKLE,2850.5,76.44,0.597,-19.9,49.715,1.8,1,0.02,3
B1 LM,SHANKLE,2852.5,39.3,0.803,-7.5,16.885,3.6,2,0.769,8
B1 LM,SHANKLE,2853,28.1,0.88,-2.4,10.105,3.6,2,0.692,8
B1 LM,SHANKLE,2853.5,28.38,1.002,-4.3,7.285,3.9,2,0.615,8
B1 LM,SHANKLE,2854,27.36,1.161,-3,5.12,3.9,2,0.538,8
B1 LM,SHANKLE,2854.5,30.42,1.291,0.2,4.05,3.8,2,0.462,8
B1 LM,SHANKLE,2855,32.31,1.311,2.5,3.865,4,2,0.385,6
B1 LM,SHANKLE,2855.5,33.19,1.213,1.7,4.915,4.4,2,0.308,6
